,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,12,Collège de Provence,Privé,99.78,15.7,93.5
2,53,Collège Saint-Eugène de Mazenod,Privé,100,13.8,96.5
3,69,Collège Lacordaire,Privé,100,15.6,89.5
4,85,Collège Pastré - Grande Bastide,Privé,100,14.8,91.5
5,136,Collège Notre-Dame de France,Privé,100,13.45,94.5
6,200,Collège Saint-Joseph de la Madeleine,Privé,99.82000000000001,13,95
7,308,Collège Sainte-Marie-Blancarde,Privé,100,13.7,91
8,348,Collège Sévigné,Privé,99.32000000000001,13.5,91.5
9,382,Collège Sainte-Trinité,Privé,98.97999999999999,13,93
10,399,Collège Notre-Dame de la Jeunesse,Privé,100,13,92.5
11,415,Collège Cluny,Privé,98.96,13.05,92.5
12,478,Collège Chevreul Blancarde,Privé,100,13.95,88.5
13,632,Collège Saint-Joseph les Maristes,Privé,99.05999999999999,13.100000000000001,90.5
14,691,Collège Sainte-Anne,Privé,98.34,12.5,92.5
15,709,Collège cours Bastide,Privé,99.58,12.9,90.5
16,1087,Collège Marseilleveyre,Public,92.72,11.65,95.5
17,1211,Collège André Chénier,Public,92,11.45,96
18,1361,Collège Thiers,Public,93.24,12.7,90.5
19,1602,Collège Chevreul Champavier,Privé,97.08,12.3,89.5
20,1660,Collège Honoré Daumier,Public,94.96,12.05,91
21,1764,Collège Chape,Public,92.08,11.85,92.5
22,2350,Collège Le Ruissatel,Public,87.28,11.2,94.5
23,2620,Collège Sylvain Menu,Public,87.62,11.9,91
24,2755,Collège Ami,Privé,99.6,12.3,84.5
25,2966,Collège André Malraux,Public,85.4,11.1,93.5
26,3034,Collège Saint-Charles Camas,Privé,97.58,12.7,83
27,3206,Collège Notre-Dame de la Viste,Privé,100,11.1,87
28,3341,Collège Longchamp,Public,89.44000000000001,10.3,93.5
29,3367,Collège Louis Pasteur,Public,84.92,10.35,95
30,3403,Collège Saint-Charles,Privé,99.58,11.25,86
31,3718,Collège Jean Giono,Public,93.29999999999998,10.35,90.5
32,4292,Collège Gaston Defferre,Public,86.86,10.3,91
33,4418,Collège Henri Margalhan,Privé,89.93999999999998,10.5,88.5
34,4538,Collège Fraissinet,Public,83,10,92.5
35,4679,Collège Gyptis,Public,85.52,10.7,88.5
36,5018,Collège Saint-Bruno - La Salle,Privé,88.84,10.25,87
37,5046,Collège Ibn Khaldoun,Privé,100,11.7,77.5
38,5198,Collège Louis Armand,Public,77.78,9.600000000000001,92.5
39,5451,Collège Jean Malrieu,Public,87.47999999999999,10.5,84
40,5470,Collège François Villon,Public,76.2,10,90
41,5533,Ecole secondairee Bnei Elazar,Privé,100,13,70
42,5684,Collège Germaine Tillion,Public,84.53999999999999,9.5,87
43,5733,Collège du Roy d'Espagne,Public,82.52,8.899999999999999,89.5
44,5752,Collège Saint-Joseph,Privé,86.64,9.850000000000001,84.5
45,5772,Collège Pierre Puget,Public,86.17999999999999,9.7,85
46,5875,Collège Yavné,Privé,100,11.35,73
47,5892,Collège Pytheas,Public,77.74,8.05,93
48,5916,Collège Saint-Mauront,Privé,88.67999999999999,9.2,84.5
49,5923,Collège Notre-Dame de la Major,Privé,92.98,10,80
50,5924,Collège Edgar Quinet,Public,87.06,8.5,87.5
51,5992,Collège de Tour-Sainte,Privé,91.61999999999999,10.55,78
52,6043,Collège du Sacré-Coeur,Privé,93.36,10.8,76
53,6055,Collège Darius Milhaud,Public,77.91999999999999,8.600000000000001,89.5
54,6077,Collège Clair Soleil,Public,83,8.55,87.5
55,6079,Collège Auguste Renoir,Public,78.62,8.45,89.5
56,6113,Collège Anatole France,Public,81.2,9.2,85.5
57,6162,Collège les Bartavelles,Public,74.05999999999999,9.25,87.5
58,6190,Collège Ort-Bramson,Privé,100,10.7,72
59,6193,Collège des Caillols,Public,72.6,9.3,87.5
60,6218,Collège L'Estaque,Public,72.88,8.45,90
61,6243,Collège Henri Wallon,Public,82.1,8,87.5
62,6258,Collège Alexandre Dumas,Public,80.82,7.5,89.5
63,6261,Collège des Chartreux,Public,84.62,8.8,83.5
64,6263,Collège Coin Joli Sévigné,Public,87.44000000000001,7.75,86
65,6265,Collège Adolphe Monticelli,Public,79.53999999999999,10.65,79
66,6283,Collège Château Forbin,Public,73.17999999999999,8.7,88
67,6294,Collège Jacques Prévert,Public,79.2,7.949999999999999,88
68,6316,Collège Henri Barnier,Public,69.42,8.850000000000001,88.5
69,6334,Collège Belle de Mai,Public,77.66,8.1,87.5
70,6342,Collège Jean-Claude Izzo,Public,76.2,8.2,87.5
71,6346,Collège Elsa Triolet,Public,77.5,7.449999999999999,89.5
72,6358,Collège Vallon des Pins,Public,72.08000000000001,8.15,89
73,6442,Collège Pont de Vivaux,Public,73.8,7.5,89
74,6455,Collège Grande Bastide,Public,85,9.600000000000001,77
75,6471,Collège Edmond Rostand,Public,77.48,7.3,87.5
76,6491,Collège Jules Ferry,Public,79.48,7.35,86
77,6494,Collège Arthur Rimbaud,Public,73.7,7.7,87
78,6525,Collège Louise Michel,Public,76.14000000000001,8.6,81.5
79,6534,Collège Stéphane Mallarmé,Public,67.22,7.65,88
80,6536,Collège Versailles,Public,69.3,7.55,87.5
81,6544,Collège Edouard Manet,Public,80.22,7.800000000000001,82
82,6569,Collège Jules Massenet,Public,66.6,7.25,87.5
83,6580,Collège Jean Moulin,Public,76.02000000000001,8.55,79
84,6593,Collège Marie Laurencin,Public,70.14,7.199999999999999,85
85,6594,Collège Belsunce,Privé,91.62,9.35,69
86,6610,Collège Saint-Vincent-de-Paul,Privé,95.74000000000001,8.3,70
87,6631,Collège Vieux port,Public,67.86,8.95,76
88,6638,Collège Rosa Parks,Public,67,6.65,83.5
